
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: mps
2026-08-24 21:04:00,897 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
COMPUTE_DTYPE: torch.float32 (auto-detected: no CUDA (CPU/MPS))
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 512,
  "vocab_size": 32768,
  "n_layer": 6,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 384,
  "window_pattern": "L",
  "tie_embeddings": false
}
Parameter counts:
wte                     : 12,582,912
value_embeds            : 37,748,736
lm_head                 : 12,582,912
transformer_matrices    : 10,617,048
scalars                 : 38
total                   : 73,531,646
Estimated FLOPs per token: 1.533557e+08
Scaling LRs by 0.1768 for batch size 16,384 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.234903 for depth 6
Scaling the LR for the AdamW parameters ∝1/√(384/768) = 1.414214
Using user-provided number of iterations: 600
Total number of training tokens: 9,830,400
Tokens : Scaling params ratio: 0.42
Total training FLOPs estimate: 1.507548e+15
Tokens / micro-batch / rank: 32 x 512 = 16,384
Tokens / micro-batch: 16,384
Total batch size 16,384 => gradient accumulation steps: 1
Step 00000 | Validation bpb: 3.199714
step 00000/00600 (0.00%) | loss: 10.397530 | lrm: 0.03 | dt: 1363.97ms | tok/sec: 12,011 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00600 (0.17%) | loss: 10.396950 | lrm: 0.05 | dt: 372.40ms | tok/sec: 43,995 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/00600 (0.33%) | loss: 10.395857 | lrm: 0.07 | dt: 621.91ms | tok/sec: 26,344 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00003/00600 (0.50%) | loss: 10.394303 | lrm: 0.10 | dt: 584.48ms | tok/sec: 28,031 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00004/00600 (0.67%) | loss: 10.392425 | lrm: 0.12 | dt: 642.30ms | tok/sec: 25,508 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00005/00600 (0.83%) | loss: 10.390124 | lrm: 0.15 | dt: 618.80ms | tok/sec: 26,476 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00006/00600 (1.00%) | loss: 10.386942 | lrm: 0.17 | dt: 586.15ms | tok/sec: 27,951 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00007/00600 (1.17%) | loss: 10.383394 | lrm: 0.20 | dt: 636.43ms | tok/sec: 25,743 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00008/00600 (1.33%) | loss: 10.378843 | lrm: 0.23 | dt: 585.58ms | tok/sec: 27,979 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00009/00600 (1.50%) | loss: 10.373353 | lrm: 0.25 | dt: 603.92ms | tok/sec: 27,129 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00010/00600 (1.67%) | loss: 10.366769 | lrm: 0.28 | dt: 589.81ms | tok/sec: 27,778 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00011/00600 (1.83%) | loss: 10.358686 | lrm: 0.30 | dt: 597.41ms | tok/sec: 27,424 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.01m | eta: 5.9m
step 00012/00600 (2.00%) | loss: 10.348660 | lrm: 0.33 | dt: 615.32ms | tok/sec: 26,626 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.02m | eta: 5.9m
step 00013/00600 (2.17%) | loss: 10.337834 | lrm: 0.35 | dt: 614.95ms | tok/sec: 26,642 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.03m | eta: 6.0m
step 00014/00600 (2.33%) | loss: 10.325604 | lrm: 0.38 | dt: 663.84ms | tok/sec: 24,680 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.04m | eta: 6.1m
step 00015/00600 (2.50%) | loss: 10.308397 | lrm: 0.40 | dt: 640.52ms | tok/sec: 25,579 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.05m | eta: 6.1m
step 00016/00600 (2.67%) | loss: 10.286890 | lrm: 0.42 | dt: 662.15ms | tok/sec: 24,743 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.06m | eta: 6.2m
step 00017/00600 (2.83%) | loss: 10.259646 | lrm: 0.45 | dt: 660.75ms | tok/sec: 24,795 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.07m | eta: 6.2m
step 00018/00600 (3.00%) | loss: 10.222161 | lrm: 0.47 | dt: 685.17ms | tok/sec: 23,912 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.09m | eta: 6.2m
step 00019/00600 (3.17%) | loss: 10.145715 | lrm: 0.50 | dt: 629.16ms | tok/sec: 26,040 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.10m | eta: 6.2m
step 00020/00600 (3.33%) | loss: 10.097477 | lrm: 0.53 | dt: 662.66ms | tok/sec: 24,724 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.11m | eta: 6.2m
step 00021/00600 (3.50%) | loss: 10.050204 | lrm: 0.55 | dt: 632.21ms | tok/sec: 25,915 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.12m | eta: 6.2m
step 00022/00600 (3.67%) | loss: 9.994991 | lrm: 0.57 | dt: 603.21ms | tok/sec: 27,161 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.13m | eta: 6.2m
step 00023/00600 (3.83%) | loss: 9.929422 | lrm: 0.60 | dt: 614.23ms | tok/sec: 26,673 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.14m | eta: 6.1m
step 00024/00600 (4.00%) | loss: 9.862079 | lrm: 0.62 | dt: 612.46ms | tok/sec: 26,751 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.15m | eta: 6.1m
step 00025/00600 (4.17%) | loss: 9.776752 | lrm: 0.65 | dt: 593.56ms | tok/sec: 27,602 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.16m | eta: 6.1m
step 00026/00600 (4.33%) | loss: 9.685032 | lrm: 0.68 | dt: 640.79ms | tok/sec: 25,568 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.17m | eta: 6.1m
step 00027/00600 (4.50%) | loss: 9.584155 | lrm: 0.70 | dt: 579.64ms | tok/sec: 28,266 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.18m | eta: 6.0m
step 00028/00600 (4.67%) | loss: 9.477092 | lrm: 0.72 | dt: 597.94ms | tok/sec: 27,400 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.19m | eta: 6.0m
step 00029/00600 (4.83%) | loss: 9.370997 | lrm: 0.75 | dt: 633.81ms | tok/sec: 25,849 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.20m | eta: 6.0m
step 00030/00600 (5.00%) | loss: 9.253676 | lrm: 0.78 | dt: 540.00ms | tok/sec: 30,340 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.21m | eta: 5.9m
