
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: mps
2026-08-24 21:09:49,318 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
COMPUTE_DTYPE: torch.float32 (auto-detected: no CUDA (CPU/MPS))
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 512,
  "vocab_size": 32768,
  "n_layer": 6,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 384,
  "window_pattern": "L",
  "tie_embeddings": false
}
Parameter counts:
wte                     : 12,582,912
value_embeds            : 37,748,736
lm_head                 : 12,582,912
transformer_matrices    : 10,617,048
scalars                 : 38
total                   : 73,531,646
Estimated FLOPs per token: 1.533557e+08
Scaling LRs by 0.1768 for batch size 16,384 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.234903 for depth 6
Scaling the LR for the AdamW parameters ∝1/√(384/768) = 1.414214
Using user-provided number of iterations: 600
Total number of training tokens: 9,830,400
Tokens : Scaling params ratio: 0.42
Total training FLOPs estimate: 1.507548e+15
Tokens / micro-batch / rank: 32 x 512 = 16,384
Tokens / micro-batch: 16,384
Total batch size 16,384 => gradient accumulation steps: 1
Step 00000 | Validation bpb: 3.199714
step 00000/00600 (0.00%) | loss: 10.397530 | lrm: 0.03 | dt: 1604.87ms | tok/sec: 10,208 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00600 (0.17%) | loss: 10.395390 | lrm: 0.05 | dt: 530.08ms | tok/sec: 30,908 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/00600 (0.33%) | loss: 10.391381 | lrm: 0.07 | dt: 728.99ms | tok/sec: 22,474 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00003/00600 (0.50%) | loss: 10.385038 | lrm: 0.10 | dt: 700.00ms | tok/sec: 23,405 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00004/00600 (0.67%) | loss: 10.376977 | lrm: 0.12 | dt: 679.87ms | tok/sec: 24,098 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00005/00600 (0.83%) | loss: 10.366435 | lrm: 0.15 | dt: 696.60ms | tok/sec: 23,519 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00006/00600 (1.00%) | loss: 10.350430 | lrm: 0.17 | dt: 703.53ms | tok/sec: 23,288 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00007/00600 (1.17%) | loss: 10.330641 | lrm: 0.20 | dt: 681.84ms | tok/sec: 24,029 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00008/00600 (1.33%) | loss: 10.302637 | lrm: 0.23 | dt: 733.90ms | tok/sec: 22,324 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00009/00600 (1.50%) | loss: 10.263986 | lrm: 0.25 | dt: 680.21ms | tok/sec: 24,086 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00010/00600 (1.67%) | loss: 10.210960 | lrm: 0.28 | dt: 695.70ms | tok/sec: 23,550 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00011/00600 (1.83%) | loss: 10.138843 | lrm: 0.30 | dt: 676.91ms | tok/sec: 24,203 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.01m | eta: 6.6m
step 00012/00600 (2.00%) | loss: 10.040282 | lrm: 0.33 | dt: 700.11ms | tok/sec: 23,401 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.02m | eta: 6.7m
step 00013/00600 (2.17%) | loss: 9.917434 | lrm: 0.35 | dt: 675.65ms | tok/sec: 24,249 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.03m | eta: 6.7m
step 00014/00600 (2.33%) | loss: 9.757330 | lrm: 0.38 | dt: 709.79ms | tok/sec: 23,082 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.05m | eta: 6.7m
step 00015/00600 (2.50%) | loss: 9.571305 | lrm: 0.40 | dt: 671.72ms | tok/sec: 24,391 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.06m | eta: 6.7m
step 00016/00600 (2.67%) | loss: 9.375381 | lrm: 0.42 | dt: 749.82ms | tok/sec: 21,850 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.07m | eta: 6.8m
step 00017/00600 (2.83%) | loss: 9.182813 | lrm: 0.45 | dt: 708.71ms | tok/sec: 23,118 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.08m | eta: 6.8m
step 00018/00600 (3.00%) | loss: 9.005713 | lrm: 0.47 | dt: 693.70ms | tok/sec: 23,618 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.09m | eta: 6.8m
step 00019/00600 (3.17%) | loss: 8.854609 | lrm: 0.50 | dt: 696.63ms | tok/sec: 23,519 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.10m | eta: 6.8m
step 00020/00600 (3.33%) | loss: 8.723183 | lrm: 0.53 | dt: 698.62ms | tok/sec: 23,451 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.12m | eta: 6.7m
step 00021/00600 (3.50%) | loss: 8.610021 | lrm: 0.55 | dt: 538.64ms | tok/sec: 30,417 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.13m | eta: 6.6m
step 00022/00600 (3.67%) | loss: 8.503150 | lrm: 0.57 | dt: 612.09ms | tok/sec: 26,767 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.14m | eta: 6.5m
step 00023/00600 (3.83%) | loss: 8.394101 | lrm: 0.60 | dt: 719.04ms | tok/sec: 22,786 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.15m | eta: 6.5m
step 00024/00600 (4.00%) | loss: 8.304326 | lrm: 0.62 | dt: 689.06ms | tok/sec: 23,777 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.16m | eta: 6.5m
step 00025/00600 (4.17%) | loss: 8.198279 | lrm: 0.65 | dt: 709.24ms | tok/sec: 23,100 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.17m | eta: 6.5m
step 00026/00600 (4.33%) | loss: 8.102027 | lrm: 0.68 | dt: 723.59ms | tok/sec: 22,642 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.18m | eta: 6.6m
step 00027/00600 (4.50%) | loss: 8.005858 | lrm: 0.70 | dt: 695.09ms | tok/sec: 23,571 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.19m | eta: 6.6m
step 00028/00600 (4.67%) | loss: 7.916260 | lrm: 0.72 | dt: 679.68ms | tok/sec: 24,105 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.21m | eta: 6.5m
step 00029/00600 (4.83%) | loss: 7.837846 | lrm: 0.75 | dt: 716.05ms | tok/sec: 22,881 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.22m | eta: 6.5m
step 00030/00600 (5.00%) | loss: 7.750481 | lrm: 0.78 | dt: 681.21ms | tok/sec: 24,051 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.23m | eta: 6.5m
